Catalog#,Artist,Title,Label,Format,Rating,Released,release_id,CollectionFolder,Date Added,Collection Media Condition,Collection Sleeve Condition,Collection Notes
"NA 5242, KIL-70003",Galt MacDermot,Woman Is Sweeter (Original Soundtrack),"Now-Again Records, Kilmarnock","LP, Album, RSD, Ltd, RE",,2023,26740850,Jazz,2023-07-13 18:46:15,Near Mint (NM or M-),Near Mint (NM or M-),
"NA 5179, NA 5179-LP-ST",Oneness Of Juju,African Rhythms,"Now-Again Records, Now-Again Records","LP, Album, RE",,2020,15271360,Uncategorized,2023-01-31 10:15:23,,,
"NA 5201, NA-5201-LP-ST",Ngozi Family,"45,000 Volts","Now-Again Records, Now-Again Records","LP, Album, RE, RP",,2021,17358133,African,2023-05-07 23:19:08,Mint (M),Mint (M),
"NA 5203, NA-5203-LP-ST",Amanaz,Africa,"Now-Again Records, Now-Again Records","LP, Album, RE, ""Fl",,2022,21756790,African,2022-01-15 21:43:52,Mint (M),Mint (M),
"NA5104, NA5091-LP2",Witch (3),In The Past,"Now-Again Records, Now-Again Records","LP, Album, RE",,2013,4330720,African,2022-04-07 15:15:02,Mint (M),Mint (M),
"NA 5215, TRCD 4008",Phil Ranelin,Vibes From The Tribe,"Now-Again Records, Tribe (3)","LP, Album, RE, RM",,2022,22395130,Jazz,2022-03-14 19:59:06,Mint (M),Mint (M),
603497858781,Prince,Nothing Compares 2 U,"NPG Records, The Prince Estate, Warner Bros. Records","7"", Single, Ltd",,2018,12043687,45 80's R&B,2018-12-21 20:09:28,Mint (M),Mint (M),
 NUM501,Various,Eccentric Funk,Numero Group,"LP, Comp, RP, Gre",,2021,19566124,Funk/Soul,2021-09-25 21:29:29,Mint (M),Mint (M),
063,Various,Eccentric Soul: Sitting In The Park,Numero Group,"LP, Comp",,2016,8637880,Funk/Soul,2018-08-08 23:01:20,Near Mint (NM or M-),Near Mint (NM or M-),
ES078,Rupa,Disco Jazz,Numero Group,"7"", Single, Cle",,2022,25114423,45 Funk/Soul,2022-11-25 18:02:33,Mint (M),Mint (M),
ES078,Rupa,Disco Jazz,Numero Group,"7"", Single",,2022,25135111,45 Funk/Soul,2023-05-24 23:07:15,Near Mint (NM or M-),Near Mint (NM or M-),
NUM 506,Various,Eccentric Deep Soul,Numero Group,"LP, Album, Comp",,2022,24008411,Funk/Soul,2022-09-24 23:06:51,Mint (M),Mint (M),
NUM 805,Rupa,Disco Jazz,Numero Group,"LP, Album, RE, RM",,2019,13243218,Indian,2019-10-04 05:29:33,Mint (M),Mint (M),
NUM076,"Tommy McGee, The TMG's",I'm A Stranger,Numero Group,"2xLP, Album, Comp",,2020,15385342,Funk/Soul,2021-08-26 19:36:50,Mint (M),Mint (M),
NUM1261,Shira Small,The Line Of Time And The Plane Of Now,Numero Group,"LP, RE",,2023,27501810,Funk/Soul,2023-07-07 18:24:25,Near Mint (NM or M-),Near Mint (NM or M-),
NUM1267,Blondie,Heart Of Glass,Numero Group,"12"", EP, RM",,2018,12698085,New Wave,2023-01-06 18:50:45,Mint (M),Mint (M),
NUM1269,Pastor T. L. Barrett,Do Not Pass Me By,Numero Group,"LP, Album, Club, Ltd, Num, RE, Whi",,2021,16925874,Funk/Soul,2021-02-04 15:09:04,Mint (M),Mint (M),
NUM1286,Duster (2),Stratosphere,Numero Group,"LP, Album, RE",,2019,13762079,90's Rock/Alternative,2021-09-25 21:31:24,Mint (M),Mint (M),
"ES-074, ES074lp",Junei,Let's Ride / You Must Go On,"Numero Group, Numero Group","7"", RE",,2022,24792392,45 Funk/Soul,2022-11-22 20:48:03,Mint (M),Mint (M),
"ES-075, ES075lp",Dan Boadi And The African Internationals,Money Is The Root Of Evil / Duodu Wuo Ye Ya,"Numero Group, Numero Group","7""",,2022,24792500,45 Funk/Soul,2022-11-22 20:47:40,Mint (M),Mint (M),
"ES-076, ES076lp",Cheryl Glasgow,Glued To The Spot,"Numero Group, Numero Group","7"", Single",,2022,24792581,45 Funk/Soul,2022-11-22 20:46:50,Mint (M),Mint (M),
"ES-080, ES080LP",Lucky Rosenbloom,Keep Your Faith In God,"Numero Group, Numero Group","7"", RE",,2023,27321483,45 Funk/Soul,2023-07-25 23:03:00,Near Mint (NM or M-),Near Mint (NM or M-),
"ES-086, ES086LP-C1",Michael Dixon & J.O.Y.,You're Everything,"Numero Group, Numero Group","7"", RE, Pur",,2023,27403791,45 Funk/Soul,2023-07-25 23:08:46,Near Mint (NM or M-),Near Mint (NM or M-),
NUM1264,Ponderosa Twins + One,2+2+1 = Ponderosa Twins + One,Numeroscope Records,"LP, Album, RE, Gre",,2022,22885619,Funk/Soul,2022-05-07 19:23:12,Near Mint (NM or M-),Near Mint (NM or M-),
"ES085, ES085LP-C1",Ponderosa Twins + One,Bound,"Numeroscope Records, Numero Group","7"", Yel",,2023,27403836,45 Funk/Soul,2023-07-25 23:07:08,Near Mint (NM or M-),Near Mint (NM or M-),
OC 401,Donna Summer,Love To Love You Baby,Oasis,"7"", Single",,1975,4451639,45 60's/70's R&B,2023-02-22 18:41:09,Very Good (VG),Generic,
"ODE SP 77009, SP-77009",Carole King,Tapestry,"Ode Records (2), Ode Records (2)","LP, Album, Pit",,1971,1395530,70's Rock,2018-08-13 21:45:56,Very Good (VG),Very Good (VG),
"Z12 44016, Z1Z 44016",Spirit (8),Clear,"Ode Records (2), Ode Records (2)","LP, Album, Pit",,1969,12542559,60's Rock,2021-09-23 16:33:28,Very Good Plus (VG+),Good Plus (G+),
700139,Marcos Valle,Mustang Côr De Sangue,"Odeon, Elemental Music","LP, Album, Ltd, RE, 180",,2018,12546951,Brazilian,2019-08-04 02:03:59,Mint (M),Mint (M),
OA 7072 ,Tim Maia,Tim Maia,Oficial Arquivos,"LP, Album, RE, Unofficial",,2017,9987532,Brazilian,2018-10-29 00:57:45,Mint (M),Mint (M),
OLFR 30184-1,Hellogoodbye,Everything Is Debatable,Old Friends,"LP, Album, Ltd, Bon",,2013,5068210,Indie/Alternative,2018-08-15 01:46:07,Near Mint (NM or M-),Near Mint (NM or M-),
ST-8820,Lisa Lopez,Love Absolute,Omega Records (10),LP,,1979,2494197,Latin Funk,2019-10-10 05:52:20,Near Mint (NM or M-),Mint (M),
BT 1011,Turquoise Summers,Shades,Omega Supreme Records,"12"", EP, Ltd, Blu",,2014,6097112,Funk/Soul,2020-01-27 01:02:09,Mint (M),Mint (M),
R 515,The Surfers (4),Summertime Lies / Beachtime,Orbit (4),"7""",,1958,3167215,45 60's Rock,2023-02-15 19:47:03,Near Mint (NM or M-),Generic,
"OJC-612, PR 7319, P-7319, PRST-7319",Yusef Lateef,Eastern Sounds,"Original Jazz Classics, Prestige, Prestige, Prestige","LP, Album, RE, RM",,0,881029,Jazz,2021-08-13 20:40:27,Mint (M),Mint (M),
"OBR19, RR1USLP-SM",Shark Move,Ghede Chokra's,"Outer Battery Records, Rockpod Records","LP, Ltd, RE, Blu",,2017,11043675,Thai Psych/Surf,2019-05-19 08:24:04,,,
544532-1,PARTYNEXTDOOR,PARTYNEXTDOOR Two,"OVO Sound, Warner Bros. Records","LP, Album",,2014,6425138,Modern R&B,2018-08-08 04:20:32,Near Mint (NM or M-),Near Mint (NM or M-),
564720-1,dvsn (2),Morning After,"OVO Sound, Warner Bros. Records","2xLP, Album",,2018,12101590,Modern R&B,2020-03-04 23:28:57,Mint (M),Near Mint (NM or M-),
564728-1,Majid Jordan,The Space Between,"OVO Sound, Warner Bros. Records","2xLP, Album",,2018,11568216,Modern R&B,2019-10-28 22:57:09,Mint (M),Mint (M),
"093624928683, none",PARTYNEXTDOOR,Colours,"OVO Sound, Warner Records","LP, Comp, Whi",,2021,19610524,Modern R&B,2021-08-27 21:48:37,Mint (M),Mint (M),
PLP-7128,Ricardo Marrero & The Group,A Taste,P-Vine Records,"LP, Album, RE",,2021,19332841,Latin Funk,2022-05-26 20:52:06,Mint (M),Mint (M),
PLP-7131,Les DeMerle,Spectrum,P-Vine Records,"LP, Album, RE",,2021,19230403,Jazz,2022-07-28 21:24:15,Mint (M),Mint (M),
PLP-7195,Various,Ethiopian Modern Instrumentals Hits = ሙዚቃ ሕይወቴ = モダン・インストゥルメンタルズ・ヒッツ,P-Vine Records,"LP, Album",,2021,21584689,African,2022-08-07 16:20:02,Mint (M),Mint (M),
PLP-7746,Ted Coleman Band,Taking Care Of Business,P-Vine Records,"LP, Album, RE",,2021,21623980,Funk/Soul,2022-09-24 23:07:40,Mint (M),Mint (M),
PLP-7777,1619 B.A.B.,1619 Bad Ass Band,P-Vine Records,"LP, Album, Ltd, RE",,2022,23154656,Funk/Soul,2022-07-01 21:31:44,Mint (M),Mint (M),
PLP-7870,Matthew Larkin Cassell,Pieces,P-Vine Records,"LP, Album, Ltd, RE",,2022,24904076,Funk/Soul,2023-01-17 17:40:18,Mint (M),Mint (M),
PLP7900,Joe Pass,Better Days,P-Vine Records,"LP, Album, Ltd, RE",,2023,25803334,Jazz,2023-01-22 23:04:54,Mint (M),Mint (M),
PLP-7194,Mulatu Astatke featuring Fekade Amde Maskal,Ethio Jazz = የካተት = エチオ・ジャズ,"P-Vine Records, Groove-Diggers","LP, Album",,2021,21573286,African,2022-05-26 20:45:19,Mint (M),Mint (M),
"PLP-7129, PLP7129",The Topics,Giving Up,"P-Vine Records, Tsg Records","LP, Album, RE",,2021,19631497,Funk/Soul,2022-05-26 20:47:03,Mint (M),Mint (M),
PLP-7130,The Ultimates (2),You're My Lady,"P-Vine Records, Tsg Records","LP, Album, RE",,2021,19631524,Funk/Soul,2022-05-26 20:50:23,Mint (M),Mint (M),
1-25395,Prince And The Revolution,Parade,Paisley Park,"LP, Album, RE, Gat",,2016,8955563,80's R&B,2018-08-08 23:19:35,Near Mint (NM or M-),Near Mint (NM or M-),
7-28620,Prince And The Revolution,Anotherloverholenyohead,Paisley Park,"7"", Single, Promo, Styrene",,1986,4265791,45 Funk/Soul,2018-12-21 19:57:38,Near Mint (NM or M-),Near Mint (NM or M-),
"25286-1, 1-25286",Prince And The Revolution,Around The World In A Day,"Paisley Park, Paisley Park","LP, Album, RE, Gat",,2016,9012810,80's R&B,2018-08-08 23:26:16,Mint (M),Near Mint (NM or M-),
"9 20355-0 A, 0-20355",Prince And The Revolution,Raspberry Beret,"Paisley Park, Paisley Park","12"", Maxi, ARC",,1985,6822163,"12"" Funk/Soul",2019-01-02 23:40:01,Near Mint (NM or M-),Very Good Plus (VG+),
"9 28972-7, 7-28972",Prince And The Revolution,Raspberry Beret,"Paisley Park, Paisley Park","7"", Single, SRC",,1985,750434,45 Funk/Soul,2023-06-23 21:48:20,Very Good (VG),Generic,
7-19083,Prince And The New Power Generation,Diamonds And Pearls,"Paisley Park, Warner Bros. Records","7"", Single",,1991,3065573,45 Funk/Soul,2023-06-17 23:16:56,Near Mint (NM or M-),Generic,
"5099962616614, 626 1661",Gorillaz,Plastic Beach,"Parlophone, Parlophone","2xLP, Album, 180",,2010,2440818,Indie/Alternative,2018-08-13 22:48:21,Mint (M),Mint (M),
"7243 8496061 2, V2940",Daft Punk,Discovery,"Parlophone, Parlophone","2xLP, Album, RE, 180",,0,8178997,Electronic,2018-08-13 23:03:41,Near Mint (NM or M-),Near Mint (NM or M-),
"DBAS 50, 5054197183140",David Bowie,Aladdin Sane,"Parlophone, Parlophone","LP, Album, RE, 50t",,2023,26734640,70's Rock,2023-05-31 18:17:05,Mint (M),,
PTKF2146-1,Cigarettes After Sex,Cigarettes After Sex,Partisan Records,"LP, Album",,2017,10356508,Indie/Alternative,2018-10-11 00:58:41,Near Mint (NM or M-),Near Mint (NM or M-),
PASTDUE015,Chocolate Buttermilk Band,Head Games / No Way,Past Due,"7"", RE",,2019,13783646,45 Funk/Soul,2020-11-22 06:35:34,Mint (M),Near Mint (NM or M-),
1002,Blanca Y Elvia,Maria Del Mar,Patrik Records,"7"", EP",,1972,25112014,Spanish,2022-11-09 13:31:07,Near Mint (NM or M-),Very Good Plus (VG+),
"131, L.P. 131",George Benson,Erotic Moods,"Paul Winley Records, Paul Winley Records","LP, Album, RP",,0,5115933,Jazz,2022-07-28 22:02:58,Mint (M),Mint (M),
PJ017LP,J Dilla,Ruff Draft: Dilla's Mix,Pay Jay Productions,"LP, RE",,2023,26812301,Hip-Hop,2023-04-20 23:48:07,Mint (M),Mint (M),
PRS-1001,Thee Sacred Souls,Can I Call You Rose?,Penrose,"7"", Single",,2020,15249683,45 R&B,2021-02-06 11:02:46,Mint (M),Generic,
PRS-1002,Thee Sinseers,Seems Like,Penrose,"7"", Single",,2020,15249718,45 Funk/Soul,2021-04-07 11:58:32,Mint (M),Mint (M),
PRS-1005,Los Yesterdays,Tell Me I'm Dreaming,Penrose,"7"", Single",,2020,15331387,45 Funk/Soul,2021-04-07 11:57:52,Mint (M),Mint (M),
PRS-1007,Thee Sacred Souls,Will I See You Again? / It's Our Love,Penrose,"7"", Single, RP",,2021,17169883,45 R&B,2021-02-24 20:50:44,Mint (M),Mint (M),
PRS-1011,Thee Sacred Souls,Trade Of Hearts,Penrose,"7"", Single",,2022,21744313,45 Funk/Soul,2022-03-08 17:33:47,Mint (M),Mint (M),
PE-608,Lyn Collins,Think (About It),People (8),"7"", Single, Scr",,1972,3632301,45 Funk/Soul,2023-06-05 17:29:33,Very Good (VG),Generic,
PE-608,Lyn Collins,Think (About It),People (8),"7"", Single, Scr",,1972,3632301,45 Funk/Soul,2023-06-12 22:22:16,Very Good (VG),Generic,
"PE-624, 2066 354",Maceo & The Macks,Parrty,"People (8), People (8)","7"", Single, Win",,1973,4024557,45 60's/70's R&B,2023-06-11 00:56:57,Very Good (VG),Generic,
PPU-093,Tsuruoka Ryu,Omae,Peoples Potential Unlimited,"7"", Single",,2020,14726694,45 Funk/Soul,2021-09-07 13:21:46,Mint (M),Mint (M),
PPU-104,Midnight Express (3),Danger Zone,Peoples Potential Unlimited,"7"", S/Sided, Ltd, RM",,2022,25456813,45 Funk/Soul,2023-07-18 20:59:11,Near Mint (NM or M-),Near Mint (NM or M-),
305,The Fantastic Johnny C,Boogaloo Down Broadway / Look What Love Can Make You Do,Phil L.A. Of Soul,"7"", Single",,1967,2700231,45 Funk/Soul,2020-11-22 05:20:33,Very Good Plus (VG+),Generic,
FZ 36745,Teddy Pendergrass,TP,Philadelphia International Records,"LP, Album",,1980,438255,80's R&B,2018-08-11 01:17:48,Very Good Plus (VG+),Very Good Plus (VG+),
KZ 33148,Harold Melvin And The Blue Notes Featuring Teddy Pendergrass,To Be True,Philadelphia International Records,"LP, Album, Ter",,1975,358915,70's R&B,2020-10-10 00:54:07,,,
ZS7 3520,Harold Melvin And The Blue Notes,If You Don't Know Me By Now / Let Me Into Your World,Philadelphia International Records,"7"", Single, Styrene, Pit",,1972,1672265,45 60's/70's R&B,2023-06-12 22:22:16,Very Good (VG),Generic,
ZS8 3622,Teddy Pendergrass,I Don't Love You Anymore,Philadelphia International Records,"7"", Single, Promo",,1977,1375305,45 Funk/Soul,2020-11-17 06:55:37,Very Good Plus (VG+),Generic,
"0600753605714, PHS 600-187",Nina Simone,Pastel Blues,"Philips, Philips","LP, Album, RE",,2016,9123293,Jazz,2018-08-08 02:42:30,Near Mint (NM or M-),Near Mint (NM or M-),
150,The Delfonics,La-La-Means I Love You / Can't Get Over Losing You,Philly Groove Records Incorporated,"7"", Single",,1968,11603581,45 60's/70's R&B,2023-04-26 21:26:07,Very Good Plus (VG+),Generic,
161,The Delfonics,"Didn't I (Blow Your Mind This Time) / Down Is Up, Up Is Down",Philly Groove Records Incorporated,"7"", Single",,1969,4745724,45 60's/70's R&B,2023-02-20 23:50:38,Very Good (VG),Generic,
"1150, LP 1150, PG - 1150",The Delfonics,La La Means I Love You,"Philly Groove Records Incorporated, Philly Groove Records Incorporated, Philly Groove Records Incorporated","LP, Album, Ltd, RE, 180",,0,10231867,60's R&B,2018-08-11 01:16:21,Near Mint (NM or M-),Near Mint (NM or M-),
7-99710,Eugene Wilde,Gotta Get You Home Tonight,Philly World Records,"7"", Single",,1984,2374580,45 80's R&B,2021-03-08 13:57:18,Near Mint (NM or M-),Very Good Plus (VG+),
J0001,Jurassic 5,Jurassic 5 EP,"Pickininny Recordings, Rumble","12"", EP",,1997,140000,Hip-Hop,2019-01-04 22:16:39,Near Mint (NM or M-),Near Mint (NM or M-),
PINCHE 02,Various,Rare Mexican Cuts Of The Sixties,Pinche Discos,"LP, Comp, RE",,2017,10620094,Spanish,2023-04-01 23:26:08,Mint (M),Mint (M),
AYL1-5091,Pointer Sisters,Energy,Planet (15),"LP, Album, RE",,1982,2966659,Funk/Soul,2020-10-10 00:53:21,Very Good Plus (VG+),Very Good Plus (VG+),
P 6012,Forbidden Fruit (7),Tutsi '74,Playboy Records,"7"", Styrene",,1974,3374103,45 Funk/Soul,2023-07-25 23:12:42,Very Good (VG),Generic,
PMG017LP ,Trevor Dandy,Don't Cry Little Tree,PMG (3),"LP, Album, RE",,2016,8628873,Funk/Soul,2021-02-10 14:38:19,Mint (M),Mint (M),
00602547933331,James Blake,The Colour In Anything,Polydor,"2xLP, Album",,2016,8926860,Electronic,2018-08-13 22:59:00,Near Mint (NM or M-),Near Mint (NM or M-),
PD 14326,James Brown,Get Up Offa That Thing,Polydor,"7"", Styrene, Pit",,1976,551240,45 Funk/Soul,2023-06-22 20:15:11,Very Good Plus (VG+),Generic,
PD 2-14088,James Brown,Make It Funky,Polydor,"7"", Styrene, Pit",,1971,552530,45 Funk/Soul,2023-06-22 20:15:11,Very Good Plus (VG+),Generic,
PD 2-14088,James Brown,Make It Funky,Polydor,"7"", Styrene, Pit",,1971,552530,45 Funk/Soul,2023-06-22 20:15:11,Very Good Plus (VG+),Generic,
PD-1-6084,George Benson,Blue Benson,Polydor,"LP, Comp",,1976,3871278,Jazz,2018-08-08 03:28:23,Very Good Plus (VG+),Very Good (VG),
PD-14139,James Brown,Get On The Good Foot,Polydor,"7"", Single, Scr",,1972,2408084,45 Funk/Soul,2023-06-12 22:22:16,Very Good (VG),Generic,
PD-14139,James Brown,Get On The Good Foot,Polydor,"7"", Single, Scr",,1972,2408084,45 Funk/Soul,2023-06-14 22:13:56,Very Good (VG),Generic,
PD-2-3004,James Brown,Get On The Good Foot,Polydor,"2xLP, Album, RE, Gat",,0,1360922,Funk/Soul,2021-03-21 14:40:37,Mint (M),Mint (M),
PROT-7011,Akira Ishikawa & Count Buffaloes = Akira Ishikawa & Count Buffaloes,Bakishinba: Memories Of Africa,Polydor,"LP, Album, RE, RP, Gat",,2023,26651741,Japanese,2023-05-02 22:44:55,Mint (M),Mint (M),
"PD-1-6070, 2391 227",Roy Ayers Ubiquity,Everybody Loves The Sunshine,"Polydor, Polydor","LP, Album, RE",,0,173732,Jazz,2018-08-08 02:46:32,Near Mint (NM or M-),Near Mint (NM or M-),
"PD-2-3007, 2672 015",James Brown,The Payback,"Polydor, Polydor","2xLP, Album, RE, Gat",,1997,1981916,Funk/Soul,2021-02-06 11:15:59,Mint (M),Mint (M),
"PD 14223, PD14223, 2066 431",James Brown,The Payback,"Polydor, Polydor, Polydor","7"", Single, RP, Styrene, She",,1974,3075413,45 Funk/Soul,2023-06-11 00:56:57,Very Good Plus (VG+),Generic,
"PD 14223, PD14223, 2066 431",James Brown,The Payback,"Polydor, Polydor, Polydor","7"", Single, RP, Styrene, She",,1974,3075413,45 Funk/Soul,2023-06-12 22:22:16,Very Good (VG),Generic,
"PD 6057, PD-6057, 2391 200",Roy Ayers Ubiquity,Mystic Voyage,"Polydor, Polydor, Polydor","LP, Album, Mon",,1975,5737947,Funk/Soul,2023-07-12 19:08:03,Very Good Plus (VG+),Very Good (VG),
B0028630-01,James Brown,Black Caesar,"Polydor, Republic Records, UMe","LP, Album, RE",,2018,12637663,Funk/Soul,2019-04-14 23:14:22,,,
B0021511-01,James Brown,In The Jungle Groove,"Polydor, UMe","2xLP, Comp, RE",,2014,6441645,Funk/Soul,2021-07-15 15:35:56,Mint (M),Mint (M),
PRC-276-1,American Football,American Football,Polyvinyl Record Company,"LP, Album + LP + Dlx, RE, Red",,2014,5687338,2000s Emo,2018-08-15 02:18:19,Near Mint (NM or M-),Near Mint (NM or M-),
PRC-329,Jay Som,Everybody Works,Polyvinyl Record Company,"LP, Album, Ltd, Ora",,2017,9935623,Indie/Alternative,2018-08-13 23:46:10,Near Mint (NM or M-),Near Mint (NM or M-),
PRC-390,Jay Som,Anak Ko,Polyvinyl Record Company,"LP, Album, Ltd, Red",,2019,14016426,Indie/Alternative,2019-08-19 21:05:15,Mint (M),Mint (M),
37 05713,Sade,The Sweetest Taboo,Portrait,"7"", Single",,1985,962484,45 80's R&B,2023-06-30 23:28:51,Near Mint (NM or M-),Very Good Plus (VG+),
37-04807,Sade,Smooth Operator,Portrait,"7"", Single, Promo, Pit",,1985,577123,45 80's R&B,2019-05-19 05:03:35,Very Good Plus (VG+),Very Good Plus (VG+),
"PR 7465, PRT 7465",Bobby Timmons,The Soul Man!,"Prestige, Prestige","LP, Album, RE",,0,11390189,Jazz,2021-08-07 19:18:09,Mint (M),Mint (M),
none,Joey Bada$$,1999,"Pro Era, Pro Era Records","2xLP, Mixtape, RE",,2018,12092084,Hip-Hop,2019-01-04 22:06:09,Mint (M),Mint (M),
P-619,Ronnie McNeir,For Your Love,Prodigal,"7""",,0,2630033,45 Funk/Soul,2020-11-22 06:08:35,Near Mint (NM or M-),Good (G),
PR 5043 SD,Enoch Light And The Light Brigade,Enoch Light Presents Spaced Out,Project 3 Total Sound,LP,,1969,1787124,Jazz,2023-07-13 18:49:09,Very Good (VG),Very Good (VG),
"Z L-507 (H), Z- 507, NSPL 38023",The Sorrows,Take A Heart,"PRT (2), PRT (2), PRT (2)","LP, Album, RE, Unofficial",,0,3760360,60's Rock,2018-08-13 21:25:57,Near Mint (NM or M-),Near Mint (NM or M-),
"PVC7916, PVC 7916",The Cure,Boys Don't Cry,"PVC Records, PVC Records, Fiction Records","LP, Album",,1980,2468885,80's Rock,2023-03-19 20:42:13,Near Mint (NM or M-),Very Good Plus (VG+),
PY 9005,Phil Medley & M.V.B. Orchestra And Chorus,After Hours 77',Pyramid (12),LP,,1977,1002409,Jazz,2023-01-22 23:18:23,Very Good Plus (VG+),Very Good (VG),
RS 1003,James Blake,CMYK EP,R & S Records,"12"", EP",,2010,2321464,Electronic,2018-08-13 22:15:53,Very Good Plus (VG+),Very Good Plus (VG+),
093624876687,Dijon (7),Absolutely,"R&R Digital, LLC, Warner Records","LP, Album, Ltd, Bro",,2022,25022509,Modern R&B,2022-11-15 19:41:59,Mint (M),Mint (M),
RD 100,Curtis Mayfield,"Freddie's Dead (Theme From ""Superfly"")",Radio Active Gold,"7"", RE",,0,3091037,45 Funk/Soul,2023-06-20 20:25:22,Very Good Plus (VG+),Generic,
"RS516, MRBLP187",Power Of Zeus,The Gospel According To Zeus,"Rare Earth, Mr Bongo","LP, Album, RSD, RE, RM, Hal",,2019,13474337,70's Rock,2019-07-08 03:10:06,Mint (M),Mint (M),
SPRO 81276,Mos Def,Ms. Fat Booty,Rawkus,"12"", Single, Promo",,1999,1855313,"12"" Hip-Hop",2019-01-03 00:28:48,Very Good (VG),Generic,
BLACKSTARLP001,Black Star,Mos Def & Talib Kweli Are Black Star,Rawkus (2),"LP, Bla + LP, Cle + Ltd, Unofficial",,2013,4607952,Hip-Hop,2019-01-04 22:20:12,Near Mint (NM or M-),Near Mint (NM or M-),
07863-62585-7,SWV,Weak,RCA,"7""",,1993,2717693,45 R&B,2023-06-08 17:38:22,Near Mint (NM or M-),Near Mint (NM or M-),
19658-73971-1,Steve Lacy (4),Gemini Rights,RCA,"LP, Album",,2022,24709877,Modern R&B,2023-01-06 18:49:27,Mint (M),Mint (M),
88875-05655-1,D'Angelo And The Vanguard (3),Black Messiah,RCA,"2xLP, Album",,2015,6625795,Modern R&B,2018-08-08 22:10:32,Near Mint (NM or M-),Near Mint (NM or M-),
AFL1-4028,Daryl Hall & John Oates,Private Eyes,RCA,"LP, Album, Ind",,1981,530930,80's Rock,2018-08-13 21:13:55,Very Good Plus (VG+),Good Plus (G+),
103.0251,Maria Creuza,Doce Veneno,RCA Victor,"LP, Album",,1978,3671246,Brazilian,2020-11-22 05:17:08,Near Mint (NM or M-),Very Good (VG),
47-8486,Sam Cooke,Shake / A Change Is Gonna Come,RCA Victor,"7"", Single, Ind",,1964,3167521,45 60's/70's R&B,2023-02-20 23:53:28,Near Mint (NM or M-),Near Mint (NM or M-),
74-0863,Barrabas,Wild Safari / Woman,RCA Victor,"7""",,1972,2578349,45 Funk/Soul,2023-06-23 21:48:20,Very Good (VG),Generic,
APL1-1099,D. J. Rogers,It's Good To Be Alive,RCA Victor,"LP, Album, RCA",,1975,1804782,Funk/Soul,2018-08-11 01:26:32,Good Plus (G+),Good Plus (G+),
APL1-2466,Evelyn King,Smooth Talk,RCA Victor,"LP, Album, RP",,1977,7688986,Funk/Soul,2020-11-17 06:14:57,Very Good Plus (VG+),Very Good (VG),
PB-10320,David Bowie,Fame,RCA Victor,"7"", Single, RP, Ind",,1975,3271244,45 70's/80's Rock,2023-02-22 16:55:40,Good Plus (G+),Good (G),
SP 4328,Lucía Méndez (2),Siempre Estoy Pensando En Ti / Que Pasó Corazoncito,RCA Victor,"7"", Single",,1975,7562424,Spanish,2022-11-04 19:52:07,Mint (M),Mint (M),
SP-4529,Silver Convention,Get Up And Boogie / Son Of A Gun,RCA Victor,"7"", Single",,1976,8086965,45 Funk/Soul,2022-11-04 19:49:49,Near Mint (NM or M-),Very Good Plus (VG+),
SP-4918,Jumbo (5),City Girl = Chica En La Cuidad ,RCA Victor,"7""",,1978,11805695,45 Funk/Soul,2022-11-04 19:45:51,Near Mint (NM or M-),Near Mint (NM or M-),
74-0719,David Bowie,Starman b/w Suffragette City ,RCA Victor (2),"7"", Single, RE, Unofficial, Cau",,0,10649078,45 70's/80's Rock,2023-02-22 16:59:20,Near Mint (NM or M-),Near Mint (NM or M-),
88985-46758-1,H.E.R. (2),H.E.R.,"RCA, MBK Entertainment","2xLP, Comp",,2017,11283055,Modern R&B,2018-08-08 21:59:50,Near Mint (NM or M-),Near Mint (NM or M-),
"19075958961, APL1-0473",Dolly Parton,Jolene,"RCA, RCA, Legacy","LP, Album, RE",,2019,14029862,70's Rock,2021-02-25 19:52:33,Mint (M),Mint (M),
